test,loss,k_on,superhelical_op,spread,k_closed,k_open,width,threshold,k_ini,gamma,kappa,velocity,stall_torque,k_off
56,0.2502840346276301,0.33390677124993573,-0.025109780467888324,0.03634092556699711,0.12091046370265264,0.22309918061580256,0.008982728896412821,-0.07376554902612806,0.4216138481394546,0.1,0.5,30.0,12.0,0.2728617737428908
57,8.86730734164121,0.37379019974228056,-0.015880988739482384,0.006853636381719853,0.2551155012718596,0.05557597587360524,0.008982728896412821,-0.07376554902612806,0.2663619635241469,0.1,0.5,30.0,12.0,0.24190074279934945
58,0.21341504357691402,0.23830128412446744,-0.09903762847378986,0.042875893223821814,0.15420598460798246,0.15582929629306574,0.008982728896412821,-0.07376554902612806,0.2978244112200064,0.1,0.5,30.0,12.0,0.4984071512399835
59,0.22131910553504552,0.05050037076891982,-0.047984066769921785,0.040888993659514386,0.13071559240006095,0.33470244723058634,0.008982728896412821,-0.07376554902612806,0.4420335996499651,0.1,0.5,30.0,12.0,0.30644047662187557
60,0.2809428657994534,0.02270477651891384,-0.04034962577926552,0.01593424881967159,0.2709904061898275,0.11108841810464433,0.008982728896412821,-0.07376554902612806,0.36184477196106046,0.1,0.5,30.0,12.0,0.37268288702135954
61,0.34686494493287584,0.13736584167683732,-0.05679106573315177,0.03351150305146724,0.011271506383217507,0.021180325818238664,0.008982728896412821,-0.07376554902612806,0.23473632954992488,0.1,0.5,30.0,12.0,0.4667941269563439
62,0.14700912947243916,0.4169163289344624,-0.06217997756796512,0.029045612265383523,0.3209915521256146,0.0870576566047536,0.008982728896412821,-0.07376554902612806,0.10763144099584249,0.1,0.5,30.0,12.0,0.01158709330276149
63,1.570890539098001,0.1945133297214965,-0.09154957107534749,0.011323316007773077,0.35665810843029205,0.1847113328336771,0.008982728896412821,-0.07376554902612806,0.20941607127134038,0.1,0.5,30.0,12.0,0.048099154962084806
64,0.2415515690577995,0.0634395631157798,-0.08419890691353592,0.02506469607036861,0.07213151553995067,0.13070524072259754,0.008982728896412821,-0.07376554902612806,0.48125279414381117,0.1,0.5,30.0,12.0,0.14763169213365043
65,0.13768692014663456,0.09412139396571112,-0.053963151573454576,0.0073683903771273405,0.4699012109307269,0.0691855810453564,0.008982728896412821,-0.07376554902612806,0.3188380802081488,0.1,0.5,30.0,12.0,0.2801584355704025
66,0.11966882698187756,0.09696675104632672,-0.04703992455833735,0.013674627233542493,0.4085365314518438,0.047376151159217936,0.008982728896412821,-0.07376554902612806,0.3303228667083202,0.1,0.5,30.0,12.0,0.3017322875598264
67,0.062162661503669316,0.17220668134831946,-0.04438785127479601,0.012135000075409703,0.4141403984610251,0.09472952885909514,0.008982728896412821,-0.07376554902612806,0.2630721485779646,0.1,0.5,30.0,12.0,0.19533328051313187
68,2.2921675159326496,0.12252420877077701,-0.03314114864963569,0.005732125382640375,0.45444444080115287,0.0712492988523262,0.008982728896412821,-0.07376554902612806,0.3256219584607339,0.1,0.5,30.0,12.0,0.4103138200574693
69,0.14252531070396335,0.07895356246650806,-0.06027658755757793,0.008912546222411413,0.3792613768607275,0.14276246510086002,0.008982728896412821,-0.07376554902612806,0.30445487468027876,0.1,0.5,30.0,12.0,0.22323369974522886
70,0.10637195587683719,0.10916651414689213,-0.03824776258805971,0.017284848288135323,0.03022869712161246,0.1182260204034031,0.008982728896412821,-0.07376554902612806,0.371561203501559,0.1,0.5,30.0,12.0,0.3907793536871702
71,0.23046266951436595,0.13802626146319313,-0.06660709894713598,0.02004312747031829,0.34275500167894635,0.17142922644322617,0.008982728896412821,-0.07376554902612806,0.27799849017431794,0.1,0.5,30.0,12.0,0.3586452590814684
72,0.16032502100825718,0.2200730918245613,-0.051587271755682194,0.015493968489000596,0.09005387880451575,0.01045782245305632,0.008982728896412821,-0.07376554902612806,0.3403546816276967,0.1,0.5,30.0,12.0,0.3180073510541064
73,4.15176398121353,0.15420777426924323,-0.028468796449910468,0.005161590944661338,0.1849608145859059,0.02702158509481592,0.008982728896412821,-0.07376554902612806,0.3604202806956035,0.1,0.5,30.0,12.0,0.27113153787484695
74,0.21699897427509546,0.052604285452276675,-0.0492616065156452,0.009270792921359851,0.2809722607292104,0.040975997781690345,0.008982728896412821,-0.07376554902612806,0.25764139991411605,0.1,0.5,30.0,12.0,0.24860789781028345
75,0.16240019700727518,0.20074838661687255,-0.03414442996382404,0.01862769755167376,0.20796668484498726,0.06223223474635166,0.008982728896412821,-0.07376554902612806,0.40753311922076163,0.1,0.5,30.0,12.0,0.2898056529402205
76,0.08897069349503246,0.17881824774433097,-0.0722003896577802,0.04818957567509303,0.31714839602877587,0.19942556484961171,0.008982728896412821,-0.07376554902612806,0.18572214935286907,0.1,0.5,30.0,12.0,0.3391759480509341
77,0.24226648142882265,0.1033977445380358,-0.043236796034832096,0.03072656339310639,0.49793794136320274,0.1090087543300326,0.008982728896412821,-0.07376554902612806,0.38580243441381834,0.1,0.5,30.0,12.0,0.20652265671680414
78,3.264370250187609,0.2525329837140452,-0.0042646245273713105,0.012757207579104927,0.11433614306037282,0.21439577251054154,0.008982728896412821,-0.07376554902612806,0.1444854966905278,0.1,0.5,30.0,12.0,0.10705671658540056
79,0.1462904421092107,0.08014668925683757,-0.021623665607004013,0.04513576928575778,0.06374539688828154,0.15025366103163545,0.008982728896412821,-0.07376554902612806,0.28497518311631337,0.1,0.5,30.0,12.0,0.1765180993202196
80,0.12660349937905213,0.12598496643556834,-0.026247219192341395,0.021910954997421062,0.24383788838274187,0.24335312046575575,0.008982728896412821,-0.07376554902612806,0.4552963139751109,0.1,0.5,30.0,12.0,0.36746611040447474
81,0.7718963884501366,0.03053709862054986,-0.039820993883425075,0.010382348125895127,0.38970614337565124,0.08024522248368626,0.008982728896412821,-0.07376554902612806,0.35528365275373314,0.1,0.5,30.0,12.0,0.42397249936917913
82,1.4709144626839499,0.15994706871553632,-0.07809178138350216,0.006290484580517219,0.4228949769745606,0.12297655835454299,0.008982728896412821,-0.07376554902612806,0.3163636502705047,0.1,0.5,30.0,12.0,0.026320883173321888
83,1.4607059698568405,0.06560784556588284,-0.030832772941184146,0.007929276985982947,0.041585916616405136,0.09224690559520626,0.008982728896412821,-0.07376554902612806,0.21424456052681234,0.1,0.5,30.0,12.0,0.07038171447073026
84,0.4218708297161642,0.020143683628946668,-0.06444134797727992,0.03330143884782279,0.15925483823176678,0.28357191096835943,0.008982728896412821,-0.07376554902612806,0.4149778238272982,0.1,0.5,30.0,12.0,0.22799422071130218
85,0.26049801515553983,0.22633510858678457,-0.059728232300654306,0.016704588365651314,0.3633624083680486,0.16595564873145124,0.008982728896412821,-0.07376554902612806,0.3937519794136769,0.1,0.5,30.0,12.0,0.16061266219562456
86,0.10352345015966485,0.28292629846969297,-0.013655375692480827,0.035048349967925725,0.46831470363364297,0.18960701125910953,0.008982728896412821,-0.07376554902612806,0.17863260802130387,0.1,0.5,30.0,12.0,0.2553399749695602
87,0.048550556210811883,0.30428339472024735,-0.05424486676633974,0.014268893379926505,0.306629074857786,0.13510123360365744,0.008982728896412821,-0.07376554902612806,0.433791637422121,0.1,0.5,30.0,12.0,0.2643558888753398
88,2.456002515564815,0.3033819219124458,-0.06993299097581895,0.022973512431359158,0.2277229260699089,0.2576098267726582,0.008982728896412821,-0.07376554902612806,0.4984128829242068,0.1,0.5,30.0,12.0,0.08980311211071541
89,1.1430572916312034,0.32788417346890475,-0.05479669198344917,0.026446344918963652,0.33440280431405955,0.1361503680568323,0.008982728896412821,-0.07376554902612806,0.46899814444901594,0.1,0.5,30.0,12.0,0.13723680851629963
90,1.7602563618814795,0.4419510378216337,-0.08161494936955097,0.013989035585148937,0.28841075087364604,0.21733468443466938,0.008982728896412821,-0.07376554902612806,0.4282073269948304,0.1,0.5,30.0,12.0,0.12266851174862861
91,5.3012460741927905,0.3489204614979381,-0.08595477808690086,0.027746052796333305,0.31266565348464426,0.30460527333050924,0.008982728896412821,-0.07376554902612806,0.44198318611998205,0.1,0.5,30.0,12.0,0.1874062676603474
92,2.714347850866559,0.4945053600684537,-0.07452137817701254,0.03953023908361722,0.26459776836354476,0.4147036058575313,0.008982728896412821,-0.07376554902612806,0.375593902299139,0.1,0.5,30.0,12.0,0.266208425428739
93,0.1935039508276095,0.36785725071136094,-0.009108617825481221,0.02118237667704372,0.21477109516927892,0.4719174126832829,0.008982728896412821,-0.07376554902612806,0.35049138289491866,0.1,0.5,30.0,12.0,0.3496437676710985
94,0.4418992188711849,0.41082993549460856,-0.04557688266591194,0.03679645722662339,0.24516415260429442,0.20876857192586168,0.008982728896412821,-0.07376554902612806,0.2317568033274001,0.1,0.5,30.0,12.0,0.40249826504222297
95,0.19532304030194275,0.24860532605505947,-0.020173805050719456,0.018796027172825837,0.36064272779360557,0.2341902774709612,0.008982728896412821,-0.07376554902612806,0.4916074069221919,0.1,0.5,30.0,12.0,0.21533827572745062
96,0.29702394468419674,0.2973134146084967,-0.06786473233538205,0.014754475436957779,0.305949452268173,0.31470683602600735,0.008982728896412821,-0.07376554902612806,0.2439021576608676,0.1,0.5,30.0,12.0,0.3306882844298943
97,0.15743765292946754,0.2686816754931317,-0.0012216546841057499,0.02948618328874959,0.18226601225748018,0.1582443090302925,0.008982728896412821,-0.07376554902612806,0.4350653778451699,0.1,0.5,30.0,12.0,0.2982205471669161
98,0.15648250751692783,0.35826298571746507,-0.03616773915892534,0.03171786590220286,0.14661945553296854,0.17861850118570088,0.008982728896412821,-0.07376554902612806,0.29971057691056585,0.1,0.5,30.0,12.0,0.31591112970932006
99,1.4960114041873884,0.2020963056817909,-0.04982486299284992,0.04224326839604067,0.02257530627124789,0.36718724094147503,0.008982728896412821,-0.07376554902612806,0.33737630667121865,0.1,0.5,30.0,12.0,0.45077440285966097
100,0.0962588721620692,0.23131373194447236,-0.05714442540701363,0.011722256073636906,0.0883715557923417,0.05529306109040412,0.008982728896412821,-0.07376554902612806,0.41188372068476253,0.1,0.5,30.0,12.0,0.38026519843835205
101,0.05060824704915895,0.31423768252217554,-0.053079846923598455,0.008441806457831779,0.3913696841619576,0.10052185880958395,0.008982728896412821,-0.07376554902612806,0.4528160916694148,0.1,0.5,30.0,12.0,0.24177256889206955
102,3.463018151404654,0.24178208088875125,-0.09350572864569626,0.01986600141613019,0.33169781546362104,0.2850983121144265,0.008982728896412821,-0.07376554902612806,0.30825025039757115,0.1,0.5,30.0,12.0,0.060781933255223616
103,0.10881115753657311,0.39975962369717666,-0.06070269827553517,0.010336519442864752,0.3499724718615479,0.2618799900085689,0.008982728896412821,-0.07376554902612806,0.16250816893379647,0.1,0.5,30.0,12.0,0.14624221171359011
104,0.21981342891783023,0.46342189942855455,-0.016266119630696525,0.045548678165299256,0.1968185576445576,0.02015934375211359,0.008982728896412821,-0.07376554902612806,0.38951732656590216,0.1,0.5,30.0,12.0,0.1978768530297044
105,0.07165884696702053,0.2759715355765599,-0.03895538827189547,0.024511522774063297,0.29027958324640957,0.1273496385792125,0.008982728896412821,-0.07376554902612806,0.46990529069456977,0.1,0.5,30.0,12.0,0.2869730183738109
106,0.059319919734088844,0.14534503409530697,-0.042311260546281176,0.03421682068563933,0.23487677394510026,0.1947717050336487,0.008982728896412821,-0.07376554902612806,0.2526018764420325,0.1,0.5,30.0,12.0,0.2646756936005252
107,0.39550881803580973,0.1914210836235962,-0.0312399605708754,0.037940462931039934,0.37296696807128615,0.03543512797935258,0.008982728896412821,-0.07376554902612806,0.28668498528289876,0.1,0.5,30.0,12.0,0.3311357941831348
108,0.28525309936156606,0.2102102263878276,-0.006800599315819979,0.04084717982288045,0.1005687777487905,0.11113730807046368,0.008982728896412821,-0.07376554902612806,0.08980783712187304,0.1,0.5,30.0,12.0,0.31025153454231386
109,0.576558268837756,0.043829967105647905,-0.087496315039227,0.04864419978982772,0.25833698962363183,0.0644885374617075,0.008982728896412821,-0.07376554902612806,0.4244720603016642,0.1,0.5,30.0,12.0,0.09570987452156574
110,0.4777174463390101,0.30179307717884857,-0.023987195503326987,0.01618085398243415,0.010788689207322066,0.08069273843142742,0.008982728896412821,-0.07376554902612806,0.012576307232568834,0.1,0.5,30.0,12.0,0.4821975992766086
111,0.3919847509575756,0.17973449829223956,-0.0765050108846834,0.043891160189342665,0.0477268555536101,0.14583168957780707,0.008982728896412821,-0.07376554902612806,0.26870774836863925,0.1,0.5,30.0,12.0,0.43606008346285235
112,0.09277759749415611,0.16479400058598045,-0.06442615408769192,0.007062941690525644,0.13095417128363002,0.23863836283261286,0.008982728896412821,-0.07376554902612806,0.38206629627137956,0.1,0.5,30.0,12.0,0.3589439103534423
113,0.903207427648616,0.1204403447075876,-0.08296437050467773,0.013261984732010975,0.10972419532737415,0.22517592023042787,0.008982728896412821,-0.07376554902612806,0.19939723206821103,0.1,0.5,30.0,12.0,0.25035105891883147
114,0.5054195738668379,0.2611511771062967,-0.05114969301940791,0.025905202434717528,0.2772490896114746,0.2712092156015189,0.008982728896412821,-0.07376554902612806,0.32474444932404495,0.1,0.5,30.0,12.0,0.16901333040206712
115,3.696668368122448,0.34350758619125055,-0.010999843275672645,0.009444212660851077,0.028467215487078534,0.2930106031276858,0.008982728896412821,-0.07376554902612806,0.3690779940906114,0.1,0.5,30.0,12.0,0.07880668051536513
116,0.5166615579895797,0.2214921088348548,-0.0719859055857609,0.04629152494315073,0.4434149863372299,0.16688257283270982,0.008982728896412821,-0.07376554902612806,0.40261992519949186,0.1,0.5,30.0,12.0,0.2046563957174784
117,8.114003416187389,0.2918580506106106,-0.09769980047841245,0.03625921375204102,0.07579592237043953,0.330970173605332,0.008982728896412821,-0.07376554902612806,0.48271635816042835,0.1,0.5,30.0,12.0,0.23515797755185994
118,0.7490034090790016,0.15485141819152934,-0.058289957855190394,0.02806226469627403,0.1643166164495946,0.13852280531930453,0.008982728896412821,-0.07376554902612806,0.3476211976735893,0.1,0.5,30.0,12.0,0.03543791406436195
119,0.09738215172683873,0.3290396977835489,-0.035492695796381826,0.012386510233417072,0.05819863698854681,0.05213313311289046,0.008982728896412821,-0.07376554902612806,0.27366851098023237,0.1,0.5,30.0,12.0,0.11561142404767713
120,0.08165263765043207,0.17329985029563472,-0.04804883876319029,0.018218252372926184,0.2138041257771882,0.11605471813374077,0.008982728896412821,-0.07376554902612806,0.22114861824463186,0.1,0.5,30.0,12.0,0.1859744210699084
121,0.1834944086816494,0.13139368096610976,-0.028359370874072837,0.03977064214495191,0.118841573660072,0.04413103055611582,0.008982728896412821,-0.07376554902612806,0.44886472833739965,0.1,0.5,30.0,12.0,0.2793706385589907
122,0.1532711869658219,0.3206482715484734,-0.04437169699362167,0.006300828033011742,0.3073580734127929,0.15293551933548027,0.008982728896412821,-0.07376554902612806,0.3307444580182396,0.1,0.5,30.0,12.0,0.3415345858912287
123,0.31481614582267703,0.3801727775677508,-0.08994873894432921,0.031582544515513934,0.39883294942953473,0.0918349576713914,0.008982728896412821,-0.07376554902612806,0.43558948673865305,0.1,0.5,30.0,12.0,0.4166916581902343
124,0.43178451991792427,0.08766270481796185,-0.06815624716088564,0.029985484605925018,0.3432670985432403,0.10284019718480616,0.008982728896412821,-0.07376554902612806,0.3811137228371535,0.1,0.5,30.0,12.0,0.2970752438451567
