frame,time,type,name,concentration
139,34.75,RNAP,RNAP,0.2
139,34.75,topo,topoI,0.17
139,34.75,topo,gyrase,0.44
139,34.75,lacI,lacI,0.2
140,35.0,RNAP,RNAP,0.2
140,35.0,topo,topoI,0.17
140,35.0,topo,gyrase,0.44
140,35.0,lacI,lacI,0.2
141,35.25,RNAP,RNAP,0.2
141,35.25,topo,topoI,0.17
141,35.25,topo,gyrase,0.44
141,35.25,lacI,lacI,0.2
142,35.5,RNAP,RNAP,0.2
142,35.5,topo,topoI,0.17
142,35.5,topo,gyrase,0.44
142,35.5,lacI,lacI,0.2
143,35.75,RNAP,RNAP,0.2
143,35.75,topo,topoI,0.17
143,35.75,topo,gyrase,0.44
143,35.75,lacI,lacI,0.2
144,36.0,RNAP,RNAP,0.2
144,36.0,topo,topoI,0.17
144,36.0,topo,gyrase,0.44
144,36.0,lacI,lacI,0.2
145,36.25,RNAP,RNAP,0.2
145,36.25,topo,topoI,0.17
145,36.25,topo,gyrase,0.44
145,36.25,lacI,lacI,0.2
146,36.5,RNAP,RNAP,0.2
146,36.5,topo,topoI,0.17
146,36.5,topo,gyrase,0.44
146,36.5,lacI,lacI,0.2
147,36.75,RNAP,RNAP,0.2
147,36.75,topo,topoI,0.17
147,36.75,topo,gyrase,0.44
147,36.75,lacI,lacI,0.2
148,37.0,RNAP,RNAP,0.2
148,37.0,topo,topoI,0.17
148,37.0,topo,gyrase,0.44
148,37.0,lacI,lacI,0.2
149,37.25,RNAP,RNAP,0.2
149,37.25,topo,topoI,0.17
149,37.25,topo,gyrase,0.44
149,37.25,lacI,lacI,0.2
150,37.5,RNAP,RNAP,0.2
150,37.5,topo,topoI,0.17
150,37.5,topo,gyrase,0.44
150,37.5,lacI,lacI,0.2
151,37.75,RNAP,RNAP,0.2
151,37.75,topo,topoI,0.17
151,37.75,topo,gyrase,0.44
151,37.75,lacI,lacI,0.2
152,38.0,RNAP,RNAP,0.2
152,38.0,topo,topoI,0.17
152,38.0,topo,gyrase,0.44
152,38.0,lacI,lacI,0.2
153,38.25,RNAP,RNAP,0.2
153,38.25,topo,topoI,0.17
153,38.25,topo,gyrase,0.44
153,38.25,lacI,lacI,0.2
154,38.5,RNAP,RNAP,0.2
154,38.5,topo,topoI,0.17
154,38.5,topo,gyrase,0.44
154,38.5,lacI,lacI,0.2
155,38.75,RNAP,RNAP,0.2
155,38.75,topo,topoI,0.17
155,38.75,topo,gyrase,0.44
155,38.75,lacI,lacI,0.2
156,39.0,RNAP,RNAP,0.2
156,39.0,topo,topoI,0.17
156,39.0,topo,gyrase,0.44
156,39.0,lacI,lacI,0.2
157,39.25,RNAP,RNAP,0.2
157,39.25,topo,topoI,0.17
157,39.25,topo,gyrase,0.44
157,39.25,lacI,lacI,0.2
158,39.5,RNAP,RNAP,0.2
158,39.5,topo,topoI,0.17
158,39.5,topo,gyrase,0.44
158,39.5,lacI,lacI,0.2
159,39.75,RNAP,RNAP,0.2
159,39.75,topo,topoI,0.17
159,39.75,topo,gyrase,0.44
159,39.75,lacI,lacI,0.2
160,40.0,RNAP,RNAP,0.2
160,40.0,topo,topoI,0.17
160,40.0,topo,gyrase,0.44
160,40.0,lacI,lacI,0.2
161,40.25,RNAP,RNAP,0.2
161,40.25,topo,topoI,0.17
161,40.25,topo,gyrase,0.44
161,40.25,lacI,lacI,0.2
162,40.5,RNAP,RNAP,0.2
162,40.5,topo,topoI,0.17
162,40.5,topo,gyrase,0.44
162,40.5,lacI,lacI,0.2
163,40.75,RNAP,RNAP,0.2
163,40.75,topo,topoI,0.17
163,40.75,topo,gyrase,0.44
163,40.75,lacI,lacI,0.2
164,41.0,RNAP,RNAP,0.2
164,41.0,topo,topoI,0.17
164,41.0,topo,gyrase,0.44
164,41.0,lacI,lacI,0.2
165,41.25,RNAP,RNAP,0.2
165,41.25,topo,topoI,0.17
165,41.25,topo,gyrase,0.44
165,41.25,lacI,lacI,0.2
166,41.5,RNAP,RNAP,0.2
166,41.5,topo,topoI,0.17
166,41.5,topo,gyrase,0.44
166,41.5,lacI,lacI,0.2
167,41.75,RNAP,RNAP,0.2
167,41.75,topo,topoI,0.17
167,41.75,topo,gyrase,0.44
167,41.75,lacI,lacI,0.2
168,42.0,RNAP,RNAP,0.2
168,42.0,topo,topoI,0.17
168,42.0,topo,gyrase,0.44
168,42.0,lacI,lacI,0.2
169,42.25,RNAP,RNAP,0.2
169,42.25,topo,topoI,0.17
169,42.25,topo,gyrase,0.44
169,42.25,lacI,lacI,0.2
170,42.5,RNAP,RNAP,0.2
170,42.5,topo,topoI,0.17
170,42.5,topo,gyrase,0.44
170,42.5,lacI,lacI,0.2
171,42.75,RNAP,RNAP,0.2
171,42.75,topo,topoI,0.17
171,42.75,topo,gyrase,0.44
171,42.75,lacI,lacI,0.2
172,43.0,RNAP,RNAP,0.2
172,43.0,topo,topoI,0.17
172,43.0,topo,gyrase,0.44
172,43.0,lacI,lacI,0.2
173,43.25,RNAP,RNAP,0.2
173,43.25,topo,topoI,0.17
173,43.25,topo,gyrase,0.44
173,43.25,lacI,lacI,0.2
174,43.5,RNAP,RNAP,0.2
174,43.5,topo,topoI,0.17
174,43.5,topo,gyrase,0.44
174,43.5,lacI,lacI,0.2
175,43.75,RNAP,RNAP,0.2
175,43.75,topo,topoI,0.17
175,43.75,topo,gyrase,0.44
175,43.75,lacI,lacI,0.2
176,44.0,RNAP,RNAP,0.2
176,44.0,topo,topoI,0.17
176,44.0,topo,gyrase,0.44
176,44.0,lacI,lacI,0.2
177,44.25,RNAP,RNAP,0.2
177,44.25,topo,topoI,0.17
177,44.25,topo,gyrase,0.44
177,44.25,lacI,lacI,0.2
178,44.5,RNAP,RNAP,0.2
178,44.5,topo,topoI,0.17
178,44.5,topo,gyrase,0.44
178,44.5,lacI,lacI,0.2
179,44.75,RNAP,RNAP,0.2
179,44.75,topo,topoI,0.17
179,44.75,topo,gyrase,0.44
179,44.75,lacI,lacI,0.2
180,45.0,RNAP,RNAP,0.2
180,45.0,topo,topoI,0.17
180,45.0,topo,gyrase,0.44
180,45.0,lacI,lacI,0.2
181,45.25,RNAP,RNAP,0.2
181,45.25,topo,topoI,0.17
181,45.25,topo,gyrase,0.44
181,45.25,lacI,lacI,0.2
182,45.5,RNAP,RNAP,0.2
182,45.5,topo,topoI,0.17
182,45.5,topo,gyrase,0.44
182,45.5,lacI,lacI,0.2
183,45.75,RNAP,RNAP,0.2
183,45.75,topo,topoI,0.17
183,45.75,topo,gyrase,0.44
183,45.75,lacI,lacI,0.2
184,46.0,RNAP,RNAP,0.2
184,46.0,topo,topoI,0.17
184,46.0,topo,gyrase,0.44
184,46.0,lacI,lacI,0.2
185,46.25,RNAP,RNAP,0.2
185,46.25,topo,topoI,0.17
185,46.25,topo,gyrase,0.44
185,46.25,lacI,lacI,0.2
186,46.5,RNAP,RNAP,0.2
186,46.5,topo,topoI,0.17
186,46.5,topo,gyrase,0.44
186,46.5,lacI,lacI,0.2
187,46.75,RNAP,RNAP,0.2
187,46.75,topo,topoI,0.17
187,46.75,topo,gyrase,0.44
187,46.75,lacI,lacI,0.2
188,47.0,RNAP,RNAP,0.2
188,47.0,topo,topoI,0.17
188,47.0,topo,gyrase,0.44
188,47.0,lacI,lacI,0.2
189,47.25,RNAP,RNAP,0.2
189,47.25,topo,topoI,0.17
189,47.25,topo,gyrase,0.44
189,47.25,lacI,lacI,0.2
190,47.5,RNAP,RNAP,0.2
190,47.5,topo,topoI,0.17
