frames,time,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95
626,313.0,1,1,0,3,3,2,3,2,1,3,3,4,2,3,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,4,2,1,2,1,1,6,3,1,1,3,4,2,2,2,2,3,2,2,1,0,2,2,2,2,1,3,2,2,4,1,2,4,2,2,2,2,3,2,2,3,3,1,2,2,1,3,3,3,1,1,3,2,2,1,2,1,1,2,1,2,2,2,2,3
627,313.5,2,1,1,4,1,4,2,1,1,1,3,1,3,0,4,2,1,1,2,3,4,3,0,1,2,2,1,1,2,3,2,1,1,2,3,2,1,2,3,1,1,2,1,0,1,1,1,4,1,4,3,3,1,2,2,1,1,2,2,2,3,2,3,1,1,2,3,2,1,1,0,2,2,2,2,2,1,3,2,3,3,1,2,1,1,1,1,3,3,2,0,3,1,1,2,3
628,314.0,2,1,1,1,1,1,2,2,3,1,2,0,1,2,2,0,1,2,1,2,2,1,0,0,2,1,2,1,1,3,2,3,1,1,1,3,1,3,2,0,3,1,3,1,1,1,2,1,2,1,3,2,3,2,2,2,2,3,2,2,0,3,3,2,2,1,1,2,2,1,2,1,4,3,2,1,0,3,1,1,1,3,0,2,1,2,2,2,1,1,1,1,1,1,1,5
629,314.5,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,1,2,5,2,3,3,1,1,1,2,1,0,1,2,4,2,0,1,1,1,1,0,2,2,2,1,1,2,3,2,2,1,2,3,1,4,1,1,1,0,2,2,2,1,3,2,3,4,2,1,3,2,2,3,1,2,2,2,2,3,1,2,2,4,1,3,1,2,2,1,1
630,315.0,1,1,2,1,1,1,3,2,1,1,2,3,1,1,0,4,1,1,2,3,1,3,2,3,2,1,1,2,3,4,1,2,3,2,3,2,1,2,3,2,1,0,1,4,3,1,1,3,1,1,3,2,3,3,3,2,3,2,3,2,2,1,3,1,2,2,2,7,2,2,2,1,2,2,3,2,2,2,0,2,3,2,1,2,3,0,1,2,2,3,3,2,2,0,1,3
631,315.5,1,1,3,4,3,0,1,2,1,3,2,1,1,1,1,1,2,1,1,1,1,3,2,2,4,3,3,1,3,3,3,3,2,2,2,1,2,1,2,1,2,1,1,3,3,1,2,2,2,3,2,3,2,1,3,2,3,2,3,1,1,1,1,4,2,1,4,2,2,1,2,2,1,1,2,3,1,0,3,1,2,1,3,2,1,2,2,1,2,2,2,1,1,2,1,2
632,316.0,1,1,2,2,0,1,2,2,2,2,3,2,3,1,1,3,1,2,2,1,2,1,1,2,3,2,1,2,1,4,1,3,3,3,3,2,3,2,2,3,2,2,3,2,1,3,4,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,4,2,3,2,1,2,1,2,2,2,1,3,2,2,3,1,3,2,1,3,2,2,3,1,2,3,2,2,2,2,2,1,1
633,316.5,1,2,1,3,5,3,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,3,1,2,2,3,1,2,1,1,1,2,1,2,1,3,2,1,0,2,1,3,2,1,2,2,5,3,3,4,0,2,2,1,1,3,1,2,2,0,4,2,0,1,2,3,3,2,3,3,1,1,3,0,2,3,3,1,2,2,1,1,1,1,1,1,1,4,2,4,2,5,3,1
634,317.0,1,4,1,2,1,1,1,1,2,2,2,0,1,2,1,1,3,3,1,2,2,1,1,2,2,2,1,2,2,3,2,1,0,2,2,3,2,1,1,1,1,2,2,1,0,4,3,2,4,1,2,2,2,2,2,1,3,3,2,2,1,2,3,1,2,3,2,3,2,2,1,1,3,2,2,1,1,3,2,2,1,2,3,1,2,2,2,2,1,2,1,1,1,1,1,1
635,317.5,0,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,3,2,3,2,2,2,2,1,2,2,2,5,1,1,1,4,1,1,2,1,1,0,2,1,5,3,1,2,1,3,1,4,2,1,2,1,0,2,2,5,4,1,1,2,4,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,3,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2
636,318.0,1,1,2,2,2,4,0,2,4,1,3,0,0,2,3,3,3,2,1,1,3,3,2,3,4,1,1,1,0,3,3,0,2,1,0,1,2,2,2,1,3,2,1,1,4,1,3,2,1,2,2,1,1,5,1,1,1,4,3,1,2,1,2,2,1,2,3,3,6,3,1,2,2,0,1,1,3,2,2,3,1,2,3,2,3,2,2,1,1,3,2,2,2,3,1,3
637,318.5,2,2,1,2,2,2,2,5,3,2,1,3,2,2,2,2,1,2,2,2,1,1,3,1,1,2,0,2,1,1,3,2,3,1,2,1,2,1,1,2,2,2,0,1,1,2,1,3,2,2,0,2,3,2,3,3,3,2,2,2,0,1,1,2,1,1,1,3,4,3,1,1,1,1,1,1,1,2,3,2,2,1,1,1,2,2,1,1,1,3,2,2,3,1,2,0
638,319.0,2,2,0,2,2,2,1,1,2,3,2,1,1,1,1,1,2,1,0,2,2,6,1,2,3,1,2,1,1,1,1,1,2,1,2,1,2,3,1,2,2,1,3,1,2,2,3,3,4,2,2,3,3,0,1,2,2,3,1,1,1,0,2,0,0,2,1,3,2,2,3,3,2,3,1,2,2,4,3,2,3,2,2,2,0,1,2,1,4,2,2,2,3,2,0,2
639,319.5,2,0,2,3,3,1,1,1,2,1,2,0,1,3,3,3,1,3,3,1,2,2,1,1,2,3,2,3,1,3,2,1,2,2,3,3,2,2,1,2,1,1,3,2,2,2,3,3,2,3,3,4,2,1,1,1,2,1,0,2,1,0,4,0,2,2,3,2,2,3,2,3,2,2,1,2,2,0,1,2,5,4,2,2,4,3,1,4,1,2,1,1,1,1,2,1
640,320.0,1,2,2,1,2,1,2,2,2,2,4,2,3,2,2,2,1,0,3,2,1,3,3,4,2,2,2,3,2,1,3,2,1,2,1,1,2,3,2,1,3,3,1,2,2,2,1,3,0,1,1,3,1,3,1,1,1,3,1,1,4,2,2,3,1,2,2,1,1,1,2,1,1,2,1,3,1,2,1,1,3,2,2,3,4,2,2,1,0,1,3,1,2,1,2,0
641,320.5,2,1,2,2,1,1,1,2,2,2,4,0,1,1,3,2,3,1,2,1,1,2,1,1,2,4,4,2,4,1,1,1,2,2,1,0,2,4,2,1,2,2,2,3,2,1,1,1,2,4,1,2,3,2,3,1,3,2,1,2,3,0,2,2,1,2,1,2,2,2,2,2,2,3,3,3,1,2,2,1,2,1,3,0,2,1,2,1,2,3,2,2,2,2,1,1
642,321.0,2,3,2,3,2,2,2,4,2,2,1,1,1,2,2,1,1,2,3,3,2,3,3,1,3,4,1,2,1,2,3,1,3,2,1,2,1,3,2,2,2,1,1,1,0,1,1,1,1,2,2,2,0,4,2,4,1,2,2,1,3,2,2,0,2,2,3,1,1,1,3,2,3,2,0,1,1,2,3,3,2,2,1,2,3,2,1,2,3,2,4,3,2,1,2,1
643,321.5,2,1,1,1,2,2,1,4,0,2,3,1,1,3,0,1,1,2,2,1,0,2,2,2,2,1,3,1,1,4,2,1,1,2,3,2,2,1,2,0,1,2,2,2,2,2,1,1,1,4,2,1,2,0,1,0,1,1,1,3,3,1,1,2,1,0,1,1,1,2,1,3,5,1,2,4,3,2,1,3,3,3,3,1,3,0,2,2,2,2,1,1,3,1,2,2
644,322.0,2,1,2,1,1,1,3,3,3,1,2,1,2,2,3,1,3,3,3,2,1,3,2,2,1,2,2,2,2,3,2,2,2,2,1,3,3,1,2,1,1,2,3,1,1,2,2,3,2,1,2,0,1,2,2,1,3,1,1,5,1,3,2,0,1,1,2,3,1,2,1,1,1,4,2,2,1,1,2,3,2,3,2,2,1,2,1,3,2,3,2,1,4,4,2,1
645,322.5,1,1,1,2,2,1,2,3,1,3,4,2,1,2,2,1,2,3,1,2,2,2,1,1,2,2,4,2,4,0,1,1,3,3,1,1,1,1,1,1,1,3,2,3,2,1,4,3,2,1,2,3,2,3,2,2,2,2,0,1,2,2,3,1,1,3,1,2,2,1,2,3,3,3,1,1,2,2,2,3,4,1,3,1,1,1,3,2,1,1,3,1,2,3,1,1
646,323.0,3,1,3,3,2,2,3,0,2,3,2,2,1,2,2,1,2,1,4,1,2,2,4,1,2,1,2,3,4,1,1,5,1,1,6,1,1,2,2,1,2,3,3,2,1,1,4,1,1,2,2,2,2,1,4,3,2,2,1,2,1,1,1,2,3,2,1,2,1,1,1,2,0,2,5,1,2,2,1,2,3,1,2,1,2,1,2,4,3,1,3,3,2,2,1,1
647,323.5,1,3,3,2,2,2,4,1,2,2,2,1,2,1,3,1,2,1,1,2,2,1,1,2,2,2,2,2,1,3,1,3,3,2,3,2,1,4,2,3,2,2,3,1,3,2,0,2,0,4,1,1,3,2,1,2,2,3,0,2,3,3,2,1,3,2,1,2,1,2,2,2,2,1,1,1,3,5,2,3,3,2,3,1,2,1,2,3,2,2,2,3,3,2,1,2
648,324.0,2,2,2,1,2,4,2,1,2,1,1,3,1,1,2,4,2,1,2,3,2,1,3,1,2,1,4,2,1,2,3,1,2,1,1,2,2,1,0,1,1,2,2,1,1,1,2,4,1,2,2,2,3,2,2,2,1,1,1,2,3,2,0,3,3,2,2,1,4,5,1,1,1,2,1,3,2,1,2,1,2,2,3,1,0,3,2,2,2,2,4,1,2,0,1,3
649,324.5,2,3,1,2,1,1,2,4,1,1,1,2,4,3,1,2,0,2,2,1,2,5,2,3,4,1,1,2,1,2,4,2,3,0,2,3,2,3,2,2,1,1,2,0,2,1,1,1,4,3,1,3,2,1,3,2,2,2,4,2,2,1,1,2,3,2,1,2,2,3,1,2,2,2,2,1,2,2,2,1,1,1,1,3,1,2,1,3,3,2,3,2,2,2,3,1
650,325.0,3,1,2,0,2,2,3,1,3,1,1,1,4,1,0,3,1,2,3,2,0,2,2,2,2,2,4,4,3,2,1,1,2,3,1,1,1,2,2,3,2,1,2,0,4,2,2,5,1,1,3,3,1,1,2,2,2,2,1,1,1,1,2,3,3,2,1,1,2,4,4,2,1,1,5,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,0,2,1
651,325.5,3,2,1,2,1,3,3,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,3,3,3,1,1,1,3,1,0,2,1,0,3,1,2,2,2,3,1,3,2,2,1,3,1,2,1,2,1,2,1,2,3,4,3,2,2,3,2,2,3,2,2,2,2,2,2,1,0,4,3,0,2,2,1,1,2,3,5,3,1,2,1,1,3,1,3,3,2,2,1,1
652,326.0,2,1,1,3,3,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,3,1,1,1,2,4,2,1,2,3,2,4,1,3,3,2,2,0,2,1,1,2,1,2,3,3,2,1,1,1,3,3,1,1,2,3,3,2,2,1,4,1,3,1,2,0,1,1,2,2,3,1,1,3,2,2,1,2,3,2,2,1,1,3,2,2,2,2,1,0,3,5,1,4,2
653,326.5,0,1,2,3,0,1,1,3,3,2,1,2,1,1,2,1,3,2,3,2,3,3,2,1,1,1,2,1,1,0,2,3,2,1,3,2,2,2,3,1,2,1,1,0,3,2,2,4,2,2,1,1,1,1,2,1,4,1,0,0,0,3,1,1,1,2,2,2,2,1,2,1,3,1,2,1,0,3,4,1,2,1,1,1,1,2,2,2,3,5,2,3,3,3,2,3
654,327.0,2,0,2,2,1,1,2,1,4,2,3,1,2,3,1,2,1,2,3,2,1,2,2,1,1,1,1,2,1,4,2,1,1,2,2,1,2,1,1,4,2,1,3,1,2,2,5,3,3,3,2,1,1,3,2,3,2,2,3,4,3,1,2,1,1,1,3,0,1,1,2,3,1,3,2,4,4,4,4,1,2,2,1,2,1,1,1,2,2,3,3,3,2,4,3,1
655,327.5,3,2,2,2,2,1,2,2,2,1,1,1,2,1,4,2,1,2,0,2,3,2,2,1,2,0,3,1,1,2,1,2,3,1,1,1,0,2,1,2,1,1,1,1,4,2,3,0,2,1,0,2,1,0,2,4,2,3,1,1,1,1,2,2,2,1,1,3,2,1,3,2,3,4,2,3,2,2,2,3,1,1,1,2,1,0,2,2,3,2,1,1,2,2,1,1
656,328.0,0,2,2,0,1,2,2,1,3,3,1,6,2,3,1,1,2,1,1,1,5,0,1,1,1,0,5,2,1,2,1,2,4,2,1,1,1,2,1,2,1,2,2,1,3,2,2,3,3,0,2,2,1,2,2,2,1,2,3,1,2,1,3,3,0,2,0,2,2,1,2,1,1,2,1,2,2,1,3,3,1,2,2,1,2,1,1,2,1,1,4,1,1,2,2,1
657,328.5,2,2,3,3,3,2,2,2,1,2,1,3,2,3,2,3,1,1,1,1,1,2,2,2,2,3,2,1,1,2,3,1,1,2,1,1,2,2,1,1,2,1,2,4,2,2,1,4,3,3,0,2,4,2,2,3,1,2,0,3,1,2,1,1,2,2,1,2,2,3,1,0,2,1,1,1,3,2,2,1,3,1,2,3,1,0,3,1,2,1,2,0,3,2,3,2
658,329.0,2,1,1,2,2,1,2,3,2,1,1,2,1,3,0,1,3,2,2,1,1,2,4,2,2,1,2,2,3,1,4,2,2,1,2,1,5,3,1,5,2,3,2,1,3,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,3,2,3,1,1,1,1,2,1,1,2,1,1,2,2,3,3,2,1,2,1,2,2,2,1,1,2,3,1,0,2,4,2,2,2,2
659,329.5,3,0,1,2,2,1,1,1,4,2,3,3,1,3,2,2,3,2,2,2,2,2,1,2,1,2,1,2,3,1,1,1,4,1,1,2,2,2,1,4,1,0,3,7,2,0,1,1,3,3,2,3,0,1,2,4,2,1,2,1,1,3,2,1,2,3,2,2,2,1,1,3,2,3,3,1,1,3,3,0,3,1,1,1,1,2,2,1,5,2,1,2,1,0,2,2
660,330.0,2,1,2,3,2,3,1,4,2,2,0,1,0,2,2,6,2,3,2,1,2,2,0,1,2,1,2,1,1,3,1,2,2,2,2,2,1,3,2,4,0,3,1,2,1,1,1,2,2,2,2,3,1,3,2,3,1,1,2,2,4,2,2,2,4,2,1,3,1,1,0,1,2,4,1,1,2,2,3,2,3,3,1,1,3,3,1,1,1,3,1,2,1,3,0,3
661,330.5,2,2,2,1,1,3,2,1,3,5,1,1,3,2,1,2,1,3,3,1,2,2,4,2,2,1,2,2,0,0,1,5,5,2,4,2,0,1,2,2,2,3,5,1,0,1,3,1,2,1,2,3,1,1,3,2,3,2,1,1,1,2,2,2,2,1,3,3,1,2,1,1,2,2,1,2,1,1,1,0,2,1,1,2,2,2,2,2,3,4,2,1,1,4,2,4
662,331.0,3,1,3,3,2,2,2,2,3,4,2,3,1,1,2,2,1,2,0,4,2,3,3,3,3,2,2,2,1,6,1,2,2,2,3,1,2,2,1,1,2,3,1,1,1,2,2,2,2,2,3,3,1,2,1,2,2,1,1,1,2,0,2,2,1,3,2,2,3,1,3,2,2,1,1,3,3,1,1,2,1,2,2,1,3,2,1,3,2,3,1,0,1,3,4,2
663,331.5,1,2,1,2,1,2,2,3,1,3,3,0,2,2,2,4,2,3,1,3,3,2,2,3,2,1,1,4,0,1,4,1,2,1,2,4,2,1,2,2,1,1,2,3,2,3,1,1,4,3,1,0,1,3,2,1,5,1,3,2,3,3,2,1,2,2,1,2,2,3,1,3,1,1,4,3,2,2,0,0,1,1,2,1,0,2,2,0,1,1,2,1,2,2,3,1
664,332.0,1,2,2,0,2,2,4,2,2,1,3,2,1,0,3,1,3,3,2,1,2,3,1,2,3,2,0,1,1,2,1,1,3,1,1,4,2,1,2,1,2,3,2,3,1,2,2,2,2,2,2,4,2,1,1,1,2,4,3,1,2,2,2,2,2,1,2,4,2,1,3,1,2,2,3,2,1,1,0,3,1,2,2,2,3,2,1,2,0,2,1,2,3,2,2,4
665,332.5,1,1,3,1,2,1,2,2,2,1,2,2,1,2,2,0,3,2,1,1,4,2,1,3,1,2,3,3,2,1,1,3,2,3,2,2,1,2,3,2,2,2,3,1,2,1,1,1,2,1,0,2,2,2,2,1,3,2,1,1,5,1,4,1,1,2,4,0,4,2,2,4,1,1,1,1,2,2,3,1,3,1,2,3,2,2,1,2,6,2,1,3,0,1,1,2
666,333.0,1,0,3,1,3,3,2,3,1,0,1,0,1,2,4,2,1,0,1,1,3,1,2,2,1,1,1,3,2,2,3,2,2,1,3,5,1,2,3,3,1,2,5,3,0,1,2,1,1,1,2,2,3,2,2,1,3,2,4,2,2,0,1,4,4,1,1,2,3,2,1,2,3,1,2,2,2,3,2,1,1,1,3,3,1,3,2,3,2,1,2,2,2,1,0,2
667,333.5,2,1,1,1,2,1,1,2,1,1,2,2,1,1,3,2,3,1,3,3,3,1,2,2,0,2,3,2,1,2,0,1,1,1,1,2,3,1,2,1,1,3,1,2,3,1,3,2,1,2,1,2,4,0,2,0,1,5,5,2,3,1,3,2,1,2,1,1,2,3,0,3,3,2,3,2,2,2,2,1,1,2,3,4,3,2,1,2,1,1,2,2,2,0,2,3
668,334.0,2,1,2,2,2,2,2,2,2,5,1,1,2,1,1,1,3,1,1,4,2,3,2,3,2,3,2,2,1,2,1,2,1,1,2,1,3,2,1,3,2,1,2,0,4,2,1,3,1,3,2,1,0,3,4,3,1,4,0,3,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,3,1,3,5,1,1,1,3,1,1,2,2,0,1,1,2,2
669,334.5,2,3,1,2,2,2,2,5,1,4,0,0,1,3,2,2,1,2,3,0,2,3,1,1,1,1,2,2,1,3,2,5,2,3,2,1,1,2,2,1,2,1,1,0,2,4,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,1,1,0,2,1,1,1,4,2,1,2,3,2,2,5,1,3,1,0,3,1,2,1,4,1,1,3,2,3,1
670,335.0,1,1,2,1,2,1,2,1,3,2,0,1,2,2,1,1,2,2,0,2,2,2,3,2,1,1,3,1,2,3,1,3,1,1,1,1,1,2,2,2,1,1,2,2,3,2,1,2,3,2,5,2,3,2,2,2,2,2,3,1,0,1,1,1,3,1,2,1,0,2,2,3,3,2,1,2,0,0,1,2,2,2,3,2,4,1,2,0,1,2,3,1,2,3,1,2
671,335.5,1,3,3,2,2,2,2,2,3,1,3,2,2,4,2,3,2,0,0,0,4,3,3,3,2,4,1,3,1,1,1,4,1,3,3,0,2,4,3,2,3,2,1,2,2,3,4,1,1,2,2,3,2,1,5,3,1,1,4,1,2,2,1,3,3,3,1,1,2,0,1,2,1,2,3,2,1,1,1,2,0,1,0,2,3,1,2,1,2,1,1,1,3,4,2,1
672,336.0,2,1,1,2,2,2,1,2,2,1,3,2,2,1,1,2,1,4,2,1,2,2,1,2,4,3,0,2,2,1,2,0,2,2,2,1,4,1,2,2,1,2,2,2,1,2,3,2,1,0,3,2,1,1,1,1,3,2,1,1,0,6,2,2,2,1,1,1,1,0,0,1,2,2,1,3,0,3,2,0,2,1,1,3,1,1,2,0,1,3,3,2,1,2,2,2
673,336.5,2,4,3,1,1,1,1,3,1,2,1,1,2,2,2,0,1,1,0,1,2,2,2,4,3,5,3,2,1,1,1,1,2,2,2,2,1,2,4,2,1,0,2,1,2,4,1,2,2,2,0,3,1,4,1,2,3,1,2,1,1,2,3,3,3,2,1,1,2,2,3,1,2,2,1,1,2,2,2,4,3,3,3,1,1,2,0,1,0,1,2,4,2,2,1,1
674,337.0,1,1,2,1,2,1,3,2,1,2,3,1,1,1,1,2,1,3,3,2,4,5,2,4,4,5,2,1,2,1,1,2,3,1,0,0,2,1,1,1,2,2,1,2,1,0,3,2,1,1,2,1,2,1,1,1,2,4,4,3,1,2,3,2,2,2,1,1,0,2,2,3,1,1,1,1,2,3,3,1,1,1,1,1,2,2,1,0,4,1,3,3,2,2,1,2
675,337.5,4,1,1,2,2,1,3,3,3,3,1,2,2,4,1,1,1,1,3,3,3,2,1,1,1,2,2,3,1,1,2,1,1,2,1,2,5,1,2,1,2,1,3,2,1,0,2,2,1,2,2,2,1,2,1,3,0,2,2,1,2,2,3,2,3,1,4,2,0,1,1,2,2,2,3,2,3,1,4,2,1,2,1,1,2,1,2,2,1,2,3,1,1,1,1,2
676,338.0,3,1,1,0,1,0,2,2,3,1,2,2,3,2,1,2,1,4,1,2,1,2,1,1,1,1,2,2,1,1,3,1,3,2,1,1,1,3,2,1,1,2,3,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,3,2,1,3,1,3,3,2,3,2,3,1,2,4,4,2,0,2,3,3,1,6,2,1,1,2,1,4,3,1,5,1,1,2,1,3,1,3
677,338.5,3,3,2,1,3,2,3,4,5,2,4,3,2,1,3,3,4,2,2,3,1,4,1,2,2,1,2,2,1,3,0,2,2,3,3,3,2,2,2,1,3,1,4,1,1,2,2,2,1,1,2,3,2,1,2,4,1,2,2,1,3,2,3,1,2,2,2,0,2,1,1,2,3,2,2,1,1,3,1,2,0,1,2,3,3,1,3,2,2,2,2,2,2,2,2,1
678,339.0,2,1,2,2,0,2,3,4,4,3,2,2,3,0,3,1,1,4,1,1,2,3,4,1,1,3,1,2,1,3,1,1,1,3,1,4,2,3,3,1,3,2,2,2,1,2,2,2,2,0,2,1,1,0,1,0,2,2,1,2,1,2,2,1,3,1,4,2,1,1,3,2,2,0,2,2,2,1,1,2,1,0,2,2,3,1,2,3,2,1,2,0,1,3,2,4
679,339.5,3,1,1,3,1,2,1,3,2,2,1,2,2,2,4,1,3,1,2,2,0,4,3,1,1,2,1,2,1,3,1,3,3,1,3,2,2,1,2,3,2,2,4,2,2,1,3,2,0,3,5,2,1,4,1,1,2,1,2,4,0,2,0,1,1,4,1,2,1,2,4,3,2,1,3,4,2,2,2,1,1,1,3,4,3,2,1,2,1,1,1,1,2,2,2,3
680,340.0,3,3,1,4,2,1,2,2,4,1,2,2,4,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,0,2,1,3,2,2,2,2,1,2,3,1,1,2,1,1,2,1,2,3,2,2,2,3,2,2,1,3,1,2,4,2,2,3,2,1,3,3,1,2,2,0,2,2,2,1,1,2,1,0,4,3,3,2,4,4,0,1,5,2,0,2,2,2
681,340.5,1,3,2,2,3,3,2,1,2,1,2,2,3,4,3,0,2,2,2,0,2,3,2,3,1,1,2,1,2,2,0,2,1,2,3,2,1,1,2,1,2,2,1,2,1,3,1,1,1,1,1,3,1,0,3,1,2,3,2,2,1,2,3,1,2,2,1,3,3,1,2,1,1,1,1,1,2,3,2,4,1,2,2,2,2,1,3,1,2,2,2,2,2,1,1,1
682,341.0,2,1,2,4,3,1,2,2,1,1,2,2,4,1,3,2,3,2,1,3,2,1,3,0,2,2,4,3,0,1,4,3,1,1,3,2,1,2,3,2,1,1,2,0,4,4,2,2,2,2,2,2,2,1,5,2,2,3,1,2,3,2,2,3,2,4,4,2,1,3,3,1,3,2,2,1,1,1,2,1,1,4,3,1,1,2,1,3,2,1,1,3,3,2,3,1
683,341.5,0,1,2,1,3,4,1,5,2,1,2,2,4,2,2,3,1,2,3,2,2,2,2,2,3,2,2,2,5,1,2,0,1,1,1,1,2,2,3,1,1,1,2,3,4,2,2,2,4,2,2,1,3,1,1,4,2,2,2,2,3,1,1,0,2,2,1,1,0,2,3,4,2,1,2,1,0,3,1,2,1,4,1,2,3,4,1,2,2,0,3,2,1,1,3,1
684,342.0,1,1,1,2,2,2,1,3,1,2,2,1,3,2,1,1,1,1,3,1,0,5,3,1,0,2,3,2,3,2,4,2,5,3,2,1,1,2,2,1,0,1,2,1,4,3,1,1,1,2,2,2,4,2,1,3,1,4,1,2,3,2,6,2,2,2,3,2,3,2,3,4,1,1,1,2,0,1,2,2,2,4,0,2,2,0,3,1,4,3,0,1,4,3,3,3
685,342.5,1,1,1,1,3,3,2,2,1,3,1,2,5,1,4,2,1,2,1,2,2,4,2,3,2,2,2,4,3,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,3,2,3,2,2,2,0,1,1,2,3,2,2,1,1,1,3,2,2,1,2,2,2,2,3,1,4,3,2,2,2,1,3,2,1,3,1,5,1,3,2,2,1,1,4,2,1,3,2,2,1
686,343.0,1,2,3,1,1,3,2,3,3,2,4,1,1,2,2,3,1,1,1,2,4,3,2,5,1,2,3,2,3,0,2,1,1,3,1,4,2,3,1,3,2,2,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,4,3,1,3,1,4,1,1,2,1,2,1,2,1,2,1,3,3,1,2,1,2,1,2,1,2,3,2,1,1,0,1,1,1,2,4,2,1
687,343.5,1,2,1,2,1,1,1,2,2,1,6,2,2,1,3,2,1,1,1,3,3,2,2,1,2,3,3,1,1,2,2,3,0,1,2,1,2,3,2,2,4,3,1,1,3,2,1,3,0,2,2,3,1,1,1,0,2,1,3,2,4,0,1,1,0,1,3,3,1,1,2,0,4,2,1,2,0,2,3,1,1,1,2,3,1,1,5,1,1,2,2,2,3,1,0,3
688,344.0,1,2,1,2,3,1,3,2,4,2,5,1,1,1,2,1,3,4,3,1,2,1,1,4,2,2,1,1,3,2,2,2,1,1,2,2,3,3,2,0,1,1,2,3,3,3,0,1,3,2,2,2,2,2,2,3,1,1,2,3,4,1,1,2,2,4,2,4,3,0,2,1,1,4,1,2,0,1,1,2,2,1,1,2,3,2,3,1,2,1,3,2,2,1,2,3
689,344.5,0,3,2,2,1,1,2,1,4,3,3,3,2,3,2,1,3,4,1,2,1,2,3,1,1,5,3,4,3,1,1,1,3,2,2,1,2,2,1,1,3,0,1,1,1,3,3,4,4,2,0,1,4,1,1,1,1,2,2,2,2,1,1,2,2,1,3,1,2,2,1,3,5,1,1,3,1,2,2,4,1,4,1,2,2,1,2,2,2,2,1,2,1,3,1,3
690,345.0,3,1,2,1,1,2,2,3,2,2,2,2,2,4,2,1,2,2,1,1,1,3,2,1,2,1,3,1,1,1,2,3,1,1,3,3,3,2,2,4,2,1,1,3,2,3,3,3,1,3,4,1,4,2,2,1,5,2,2,1,1,3,1,4,2,4,0,2,2,1,3,1,3,1,1,2,1,2,2,2,3,2,2,2,1,1,1,2,1,2,1,2,0,2,4,2
691,345.5,1,3,2,1,2,3,2,2,1,1,1,3,2,3,1,0,3,2,2,2,1,1,2,4,3,1,3,1,1,2,1,1,1,2,2,0,0,1,2,3,2,2,2,2,2,1,4,2,1,1,3,1,2,2,3,3,2,1,2,2,2,2,2,1,2,1,2,1,2,1,3,2,2,3,2,0,1,3,3,3,0,0,1,2,3,3,1,1,4,1,1,2,4,2,1,2
692,346.0,1,1,7,4,2,2,1,3,2,1,1,2,2,1,2,2,3,1,1,1,3,1,1,2,1,2,3,1,2,2,0,3,2,1,2,3,2,3,0,3,0,2,3,2,2,1,1,1,2,1,3,1,2,1,2,3,0,3,2,0,2,2,2,2,2,2,2,1,2,2,2,1,2,3,1,1,1,5,1,4,0,2,1,1,3,2,1,1,2,2,2,2,1,1,1,1
