test,loss,RNAP_dist,fold_change,k_on,width,threshold,k_off,k_cat
165,2.546210440382943,399.03618415765476,10.818348853817763,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
166,0.07078097745842238,319.5314207651781,13.727108893615744,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
167,1.3179911783032472,482.54210523526643,18.472888398586093,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
168,0.2816812642641831,375.0944051163849,23.026257399191735,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
169,0.8121898465113184,432.22037513607205,29.976345595216404,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
170,5.759468263887907,383.8165563931493,36.11952244305357,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
171,4.396420031600532,468.2014369353331,21.77526803152643,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
172,0.5352851679269537,488.9128385917862,16.653024726447974,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
173,0.7977844290431292,410.97926793203993,24.933332225593823,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
174,0.12350559795311691,393.6297242317508,20.19311272743195,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
175,0.481245390326439,499.72337889851434,28.532899876039266,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
176,0.5324844388455822,251.1562611661209,14.719917628765497,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
177,0.01580175867631256,438.9712100316188,11.945596413391502,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
178,1.963301542792832,476.60457353824904,27.28473397202046,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
179,0.8756265000228326,422.1296145919788,6.61837705803787,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
180,2.0367212364749174,346.66608497612515,30.637806780067546,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
181,0.687192305835437,371.400371771503,7.892710281016983,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
182,0.032912152330161815,467.0614732382921,39.21427260204378,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
183,1.0601937084396902,338.03407776924604,32.51223221395639,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
184,5.915696134868615,458.4066303433188,34.29730803536692,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
185,0.10381789780209473,207.92352768331455,35.17074679785754,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
186,0.04167544407545655,289.5953220225549,31.265807298233124,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
187,0.7681722603871695,177.84044008294276,42.601786970785376,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
188,0.03568558846560123,393.61460286099873,37.470745770584145,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
189,4.312481664948965,489.8055967912961,36.604605868628745,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
190,0.2934004648759256,438.48976022774343,38.337874838473816,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
191,10.87755893018466,359.2649792636528,21.77708903758848,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
192,2.049288888126253,406.7361940086428,23.840843517892623,0.0003538809645019,0.0042457821595082,0.0115578878805131,0.2074467182450521,15.10842990308722
