test,loss,PleuWT_k_closed,PleuWT_k_ini,PleuWT_k_off,PleuWT_k_on,PleuWT_k_open,PleuWT_spread,PleuWT_superhelical_op,antitet_k_closed,antitet_k_ini,antitet_k_off,antitet_k_on,antitet_k_open,antitet_spread,antitet_superhelical_op,bla_k_closed,bla_k_ini,bla_k_off,bla_k_on,bla_k_open,bla_spread,bla_superhelical_op,bridge_off,bridge_on,gyrase_concentration,lacI_k_off,lacI_k_on,leakage,tetA_k_closed,tetA_k_ini,tetA_k_off,tetA_k_on,tetA_k_open,tetA_spread,tetA_superhelical_op,topoI_concentration
10,113722.321469111,0.21810992687946967,0.07785337768413138,0.2064044176833989,0.12676723937323578,0.18036776656991355,0.015649554373525335,-0.09437862245229525,0.29422861648876014,0.4060424271463824,0.2596509398311903,0.3200398469072575,0.4219130902265741,0.04834505580656642,-0.03819449308768707,0.14394150407356,0.3097140919262175,0.364687381337315,0.05060093626157927,0.2897252840226718,0.02136502494643052,-0.0559026500205146,0.02842278131108985,0.47853756004252546,29.572300277057945,0.02520377734218122,0.3142266193585347,0.49758067016757024,0.08811929736880174,0.44695395973818086,0.16191175009461206,0.20743399818467542,0.3161272342501387,0.035268096335345916,-0.024923910963394177,32.95938463995713
11,5.18002748029219,0.3879317516690058,0.25348044959429117,0.4069162314593432,0.2456975761738215,0.2692221047287992,0.036850555132668925,-0.06926188475066092,0.16174758687369845,0.2758454062865842,0.34336234537662375,0.2954180351640392,0.3450067915132478,0.012730898468064175,-0.008994578930516667,0.10233258132008767,0.39960311848989916,0.3834947218362476,0.3740012115782611,0.06198247448752482,0.0069519426989577025,-0.09733502547014243,0.03051290190111118,0.1915276312439133,41.994603080161454,0.05500503589571344,0.07199115714270685,0.3509776283406698,0.1037083196046993,0.38544562818766115,0.16197212762256363,0.16219759768772257,0.3054842342839507,0.022841888003573316,-0.009372440326519155,30.553178247547972
12,3.9259076496818572,0.17513062167669974,0.18184275768545408,0.36193270475101014,0.3479119341861851,0.3180074159407963,0.04284057153173994,-0.0786355167974083,0.10706545365711465,0.2941351317603778,0.19241127983018802,0.16900979698480784,0.11095183949864525,0.036968041231711185,-0.08363910729890589,0.011495592171839717,0.35894098686729004,0.47185198849942284,0.14833000195397797,0.432107011039549,0.02598988608792022,-0.005184415394587555,0.04298695489670571,0.4234871373306732,25.292317054070416,0.254849819946937,0.20489328285060157,0.16068082063814584,0.0865497065809565,0.16162087575333015,0.26315090126416557,0.2015269972145401,0.24342292738725596,0.04276725291517231,-0.0826360815755565,25.181783766062477
13,2.3725477340094674,0.2807335978089251,0.2656653111856658,0.42242327364318355,0.3619065151349891,0.37048998223657076,0.043832544263091064,-0.06117943467096605,0.3158041723573406,0.35525811964158976,0.060415161151554875,0.18564524971547544,0.4810897595789345,0.04266933656270507,-0.06816328162943897,0.4153495740396596,0.3382790532164535,0.34274988359989483,0.1896206462937512,0.2287162884312745,0.04035548557650722,-0.049039747524297045,0.05396098299133477,0.4116807148552616,76.85927602515244,0.1950015459930158,0.10379403126477556,0.48021093328635867,0.3116575695370604,0.15518022132485468,0.030638279856496496,0.11766458167150004,0.14732189160852535,0.010462824824559736,-0.05273530313124389,21.15402743918313
14,8.158143780060016,0.39197113511835957,0.42810204278615144,0.4071498216796947,0.36987879907208365,0.1869984150162389,0.025345349531611067,-0.007178275587573307,0.20627795775083202,0.4813061599441956,0.16014080170341793,0.46835632809877853,0.016490572469658737,0.03553198862020759,-0.09848408257603869,0.24432317114426225,0.28330040316209726,0.1567502800159816,0.22876190252091175,0.1808595366565923,0.0052617692050349035,-0.07541486593283649,0.09339650258270248,0.1530268157402384,69.98661725883447,0.451728020850907,0.31266370102958596,0.36486135874656384,0.4309938255044021,0.06745274986110779,0.07274228605004623,0.4939729928613602,0.18473755957664806,0.04159923931257244,-0.09363543115687341,8.541819261538869
15,15.367562636306648,0.13762701940984093,0.20800830045570357,0.20090187386733324,0.07156707089861296,0.22575619668842106,0.015306773334181043,-0.07319650298092914,0.21712813167557107,0.36474846051252907,0.0843786408442642,0.49090259481306586,0.2292336238058446,0.006726335151308113,-0.035357661841634566,0.05796612908634982,0.4577917369594177,0.2800871631365515,0.3971056612443115,0.35364876348320684,0.02248901971509241,-0.07776657247513963,0.09954223165826942,0.09400571542407744,73.19344501025931,0.4019716299262793,0.314905279829315,0.27717705175975854,0.18760528978474966,0.16179290640775146,0.32985522065184203,0.06265221770515164,0.0768765517344299,0.0345347633589424,-0.071345719787556,23.780670529509205
16,1.920353518310054,0.09846692415113092,0.1549786799616222,0.4553166863468168,0.01997572664891209,0.07857538277457825,0.03146885361724758,-0.04805874318917702,0.4042676477127725,0.17843416254093133,0.12600975155373706,0.11427853501386355,0.45672151927635063,0.018133034212674946,-0.011050573253473986,0.15776319748712608,0.3108159295003473,0.4019777962334276,0.22490335679710388,0.19561981685629942,0.03533008853820181,-0.060688516371560856,0.05532207386710717,0.19509791052241054,56.04695377528006,0.10254783190763866,0.13974037910047396,0.46150603636222964,0.4373863767025334,0.019392111498528715,0.1251155715983595,0.36617255231256585,0.09522675752484829,0.021273076632649383,-0.02043151947962643,26.224463072624175
17,14.246266438330085,0.4411911293063911,0.28704927805092423,0.42412119225610195,0.46782868894934976,0.2957014730468623,0.019288941951941536,-0.005324569311138866,0.07831035071552418,0.23324049813927725,0.3203289330699735,0.35794235420054005,0.11900891389034034,0.016271676164599066,-0.02591166033368096,0.22755164554214719,0.2695220416867961,0.3427154430166575,0.23708763022282664,0.49743078881941566,0.04193480111765293,-0.06431787433841096,0.014509677184972716,0.22913568796029313,52.099803219194115,0.46099618903019807,0.41501195430917903,0.11475376534327689,0.37260042533064885,0.49816464592289755,0.2261356054796361,0.4776365287619468,0.05154110774197375,0.037594857276690166,-0.08981084034058215,8.972172036516158
18,1.87465894125434,0.11107231334953852,0.09953666777843188,0.04986161767764999,0.41469402970710817,0.226289406955255,0.04120165682621195,-0.09552992592625514,0.35990228693222603,0.2764546712927588,0.10990229936423428,0.33449118387488236,0.22455532334004047,0.015012921161413076,-0.07522499654926174,0.49050496365097307,0.2820855181557684,0.49854276983967494,0.4440655670401671,0.49025413486078206,0.04597639632994397,-0.04128437454761698,0.06712570403671608,0.07231691770279376,87.69080024272701,0.01358385992997988,0.033422480264631564,0.018083017492559136,0.33772863624426747,0.46237404668464605,0.4635364991783251,0.3853160818031226,0.27805052431107474,0.023981720344876438,-0.0662459938990414,31.691569825865404
19,7.3332211594519805,0.3282218289985444,0.48210220616454413,0.15831859174029492,0.04229759403233128,0.43668960416272545,0.02061023984439853,-0.016763890407780604,0.27984723886596446,0.4370072479731337,0.024361955846119738,0.17339858200304475,0.4782098955038062,0.0051841885093820055,-0.07883721263577796,0.1760583297426542,0.32817896969542965,0.24383352155931792,0.32287007813553087,0.17058313142767842,0.032683123651083536,-0.09563487076326588,0.0645093969575156,0.3352212752895861,58.89885913894834,0.4647960542433765,0.4536346483558683,0.20546607284305152,0.38780930428426663,0.28819411906850867,0.16766661730050533,0.13217914504442507,0.24296485470951634,0.04491706687167932,-0.07152629975536079,28.118648226415903
20,1.532370217634438,0.21614016717104337,0.01798524637674387,0.28905953042301047,0.21486905851922192,0.043851192452814755,0.048658048737908174,-0.03227903418541753,0.491753693726268,0.1622341005665939,0.18799090963818404,0.40753388703381754,0.2916489859370104,0.044627030087207094,-0.05009581346874931,0.31814597959498786,0.1975697581690621,0.2887552832445953,0.13449546167945275,0.11887942854006076,0.04981978976901363,-0.025878403989453243,0.011242764350576764,0.027318041839311732,61.50070560422493,0.31722277081816436,0.4954951915373699,0.4326025543414866,0.21514894957350622,0.22414181713795045,0.4886163685353744,0.29986763542090816,0.1940079473728556,0.006274942376109353,-0.03903222375276325,16.15207273004908
21,2.3962968533537894,0.047609777498861305,0.15994204911505458,0.01315459893954915,0.17575152458194354,0.4904921431816801,0.0491439350388378,-0.03905316778251351,0.12634553941549892,0.02181056353533395,0.03190043138518518,0.019459159299040324,0.1712445969828688,0.030664743973640107,-0.017473797327650205,0.32342570194608355,0.1759256778260755,0.10746265385634181,0.0947235181595788,0.10837864455820724,0.028626627184049246,-0.06811063395050332,0.037186774171675534,0.30514920789795164,50.009669454333945,0.2903509459574194,0.25831392718066076,0.026038762475169605,0.01311697747899615,0.2325906613958379,0.42139361394550184,0.44589618419929056,0.48797267859588883,0.04902381452713134,-0.05754454651258739,17.29139360434631
22,1.0627978917235432,0.17552381399251044,0.29850492617653046,0.2729687807157398,0.49452098908900755,0.43597629156593637,0.03731606557326448,-0.0544888583401318,0.3337173144431531,0.2041590219213757,0.4746431326786286,0.401870887804685,0.28610678981901483,0.049905897674420496,-0.04775810417252266,0.38877018259401064,0.13522465716391424,0.1718906611183637,0.0738752730892805,0.25890893856088615,0.017589256986752476,-0.0247590903678339,0.0166857471252777,0.29145336464063015,30.65133998334794,0.4255048985503128,0.1639169989987595,0.18309173856920946,0.2552747560582498,0.010229377088762426,0.30734092989629175,0.2891322044951663,0.1840563141640753,0.03051840268872083,-0.03374466512366665,27.724612351195002
23,1.093805108855696,0.20044139130995114,0.30804627390553,0.27313995441572264,0.46462815771346516,0.10556792274416563,0.0369378309425508,-0.041857956419322495,0.32373334519322045,0.159783752452067,0.4945439415081738,0.40431810577481,0.3513890246603657,0.049917000866093235,-0.050424612745964305,0.40869582531801485,0.12654689984301845,0.1704193174827252,0.06577480187487446,0.26212079234721014,0.00981376316076498,-0.02795861920096139,0.0016365203016896826,0.31414686755037324,23.337043143082226,0.4973319901044217,0.15646952995140154,0.23712133361599153,0.25788692282571446,0.019216602952373672,0.314611821357908,0.30297369245955275,0.1996790784535988,0.030901200952841438,-0.006877687664695056,13.56746971804662
24,1.1629136099393875,0.16907156700618187,0.3670450393874154,0.49704263101531493,0.4361415890754936,0.3543647785566376,0.03214522137091814,-0.054627516253918006,0.4450012445230707,0.11369345526111552,0.4868037318488835,0.21674373285587664,0.2961989214326113,0.026437265499886318,-0.044676182064592,0.3950241533472993,0.09523448561140985,0.03967712702364892,0.10046012504342929,0.01271718370284286,0.049045563590256275,-0.02441901960350124,0.016147646166820198,0.2834704599511313,31.673227002037446,0.4306530868747447,0.015729257549525227,0.42363075087740465,0.2914866516434156,0.010863560030384758,0.33809325337553836,0.2930686380314467,0.15319746735551953,0.0163148421129598,-0.02977723400073397,17.458566267411314
25,0.9890730881719196,0.23939231784122583,0.43788282397727263,0.34205144904810014,0.4989598286041235,0.45815782294610613,0.03929028209324305,-0.036467269547905135,0.2667450220988361,0.08180521780950104,0.4001443579134439,0.013067588233416083,0.3982502464971402,0.04070803480196667,-0.0002630027140262253,0.10826015792582686,0.0640912605105691,0.08823032883918279,0.019293622177748812,0.23570946929706035,0.018114897657760316,-0.015393247348559604,0.00483865183050209,0.36449033282372406,22.432435636540877,0.4917150558784883,0.3814934289515518,0.30877443582843006,0.22752057017957744,0.198275876810335,0.2392902237771124,0.3361799282147858,0.2095797946278869,0.02986792815590023,-0.01632563824436498,28.277140443990206
26,2.6152164646153793,0.3432270175384837,0.488883529398085,0.34584127247778784,0.2858114869557342,0.49304696689225225,0.0344659305641183,-0.03641666813583089,0.17951573877469817,0.02937675735865254,0.43797581106077343,0.010566911571877807,0.4085049088408247,0.03158462591090917,-0.0007718774506658005,0.09594844922513915,0.06827849819987342,0.11322622426821431,0.017223711481602372,0.13151073825568727,0.01905567032386844,-0.04759511491414306,0.006717157279896565,0.3541839389625458,23.87601112613152,0.49890875550427866,0.3804295989018436,0.39567318602806795,0.20703842904972009,0.20236604678698422,0.22079531517248907,0.3444961407818911,0.11236912090277179,0.012054548213830424,-0.017253323578293123,11.79443948155405
27,3.7681217554016015,0.2405426248584634,0.4429647070214077,0.4717886705961762,0.49344756364443393,0.10129693179730712,0.03907309468686899,-0.018176904567258997,0.2801043289819705,0.07795372733783976,0.39832309175850983,0.05695379366261176,0.44938281758328935,0.04038950511607651,-0.0002766648290934981,0.10846731066262107,0.1744539858311674,0.07342416461376922,0.1842294779319451,0.22947869759607337,0.011186980582756103,-0.016715343357490704,0.06765627246920582,0.4749072865373667,35.55122207107305,0.2630910931502702,0.45645877123874695,0.3250712607247954,0.22661268393752929,0.26788259126059855,0.38214301935015527,0.4255530996301662,0.2243121786522439,0.0053153514580591595,-0.002229446315836176,14.647908140184349
28,2.101962642735962,0.2501670856548129,0.4632394283344014,0.49972685142210355,0.45227087407169275,0.4645406025782184,0.02935829694863045,-0.026724238740641094,0.4367790007672716,0.32765054796679516,0.34899711206717515,0.09793864049774118,0.3568458383832662,0.02156005265640438,-0.022108516146667978,0.06745600904482414,0.22595535261414995,0.20829259765157693,0.11331210560898697,0.3458745836531054,0.03682685274602742,-0.00041379175901529175,0.07964692542681934,0.37235812659031897,22.4462455177005,0.4981668298463716,0.36538884181090403,0.2481857640292622,0.1395353704256767,0.19260360199412171,0.2434824529594304,0.33524091653420274,0.14318770867550681,0.02690832759547184,-0.044591377997630945,10.157381717000245
29,9.34745877308408,0.2990670769349557,0.34922800574527396,0.3135075969761564,0.28228957460597537,0.010265991246688238,0.0064337562624494325,-0.04255029123624729,0.27555542117132414,0.05871772633128569,0.41667226683951625,0.041594551913727684,0.38065742390643004,0.030695097487144503,-0.007947056232983845,0.11439684338414238,0.23265923785302087,0.296338655085457,0.49515201953232957,0.29593848308498183,0.04620617550008675,-0.016990960898648162,0.048032877135702,0.2628012014982359,36.427477070889026,0.3648798825048886,0.26101921767514424,0.30266918589264175,0.03867068823918754,0.1118627875791949,0.27782862629490884,0.012712233607357876,0.4395617754485379,0.015209453692424043,-0.016871003023015644,19.21691428413935
