frame,time,type,name,concentration
201,100.5,topo,topoI,0.25
201,100.5,topo,gyrase,0.0
201,100.5,RNAP,RNAP,1.0
202,101.0,topo,topoI,0.25
202,101.0,topo,gyrase,0.0
202,101.0,RNAP,RNAP,1.0
203,101.5,topo,topoI,0.25
203,101.5,topo,gyrase,0.0
203,101.5,RNAP,RNAP,1.0
204,102.0,topo,topoI,0.25
204,102.0,topo,gyrase,0.0
204,102.0,RNAP,RNAP,1.0
205,102.5,topo,topoI,0.25
205,102.5,topo,gyrase,0.0
205,102.5,RNAP,RNAP,1.0
206,103.0,topo,topoI,0.25
206,103.0,topo,gyrase,0.0
206,103.0,RNAP,RNAP,1.0
207,103.5,topo,topoI,0.25
207,103.5,topo,gyrase,0.0
207,103.5,RNAP,RNAP,1.0
208,104.0,topo,topoI,0.25
208,104.0,topo,gyrase,0.0
208,104.0,RNAP,RNAP,1.0
209,104.5,topo,topoI,0.25
209,104.5,topo,gyrase,0.0
209,104.5,RNAP,RNAP,1.0
210,105.0,topo,topoI,0.25
210,105.0,topo,gyrase,0.0
210,105.0,RNAP,RNAP,1.0
211,105.5,topo,topoI,0.25
211,105.5,topo,gyrase,0.0
211,105.5,RNAP,RNAP,1.0
212,106.0,topo,topoI,0.25
212,106.0,topo,gyrase,0.0
212,106.0,RNAP,RNAP,1.0
213,106.5,topo,topoI,0.25
213,106.5,topo,gyrase,0.0
213,106.5,RNAP,RNAP,1.0
214,107.0,topo,topoI,0.25
214,107.0,topo,gyrase,0.0
214,107.0,RNAP,RNAP,1.0
215,107.5,topo,topoI,0.25
215,107.5,topo,gyrase,0.0
215,107.5,RNAP,RNAP,1.0
216,108.0,topo,topoI,0.25
216,108.0,topo,gyrase,0.0
216,108.0,RNAP,RNAP,1.0
217,108.5,topo,topoI,0.25
217,108.5,topo,gyrase,0.0
217,108.5,RNAP,RNAP,1.0
218,109.0,topo,topoI,0.25
218,109.0,topo,gyrase,0.0
218,109.0,RNAP,RNAP,1.0
219,109.5,topo,topoI,0.25
219,109.5,topo,gyrase,0.0
219,109.5,RNAP,RNAP,1.0
220,110.0,topo,topoI,0.25
220,110.0,topo,gyrase,0.0
220,110.0,RNAP,RNAP,1.0
221,110.5,topo,topoI,0.25
221,110.5,topo,gyrase,0.0
221,110.5,RNAP,RNAP,1.0
222,111.0,topo,topoI,0.25
222,111.0,topo,gyrase,0.0
222,111.0,RNAP,RNAP,1.0
223,111.5,topo,topoI,0.25
223,111.5,topo,gyrase,0.0
223,111.5,RNAP,RNAP,1.0
224,112.0,topo,topoI,0.25
224,112.0,topo,gyrase,0.0
224,112.0,RNAP,RNAP,1.0
225,112.5,topo,topoI,0.25
225,112.5,topo,gyrase,0.0
225,112.5,RNAP,RNAP,1.0
226,113.0,topo,topoI,0.25
226,113.0,topo,gyrase,0.0
226,113.0,RNAP,RNAP,1.0
227,113.5,topo,topoI,0.25
227,113.5,topo,gyrase,0.0
227,113.5,RNAP,RNAP,1.0
228,114.0,topo,topoI,0.25
228,114.0,topo,gyrase,0.0
228,114.0,RNAP,RNAP,1.0
229,114.5,topo,topoI,0.25
229,114.5,topo,gyrase,0.0
229,114.5,RNAP,RNAP,1.0
230,115.0,topo,topoI,0.25
230,115.0,topo,gyrase,0.0
230,115.0,RNAP,RNAP,1.0
231,115.5,topo,topoI,0.25
231,115.5,topo,gyrase,0.0
231,115.5,RNAP,RNAP,1.0
232,116.0,topo,topoI,0.25
232,116.0,topo,gyrase,0.0
232,116.0,RNAP,RNAP,1.0
233,116.5,topo,topoI,0.25
233,116.5,topo,gyrase,0.0
233,116.5,RNAP,RNAP,1.0
234,117.0,topo,topoI,0.25
234,117.0,topo,gyrase,0.0
234,117.0,RNAP,RNAP,1.0
235,117.5,topo,topoI,0.25
235,117.5,topo,gyrase,0.0
235,117.5,RNAP,RNAP,1.0
236,118.0,topo,topoI,0.25
236,118.0,topo,gyrase,0.0
236,118.0,RNAP,RNAP,1.0
237,118.5,topo,topoI,0.25
237,118.5,topo,gyrase,0.0
237,118.5,RNAP,RNAP,1.0
238,119.0,topo,topoI,0.25
238,119.0,topo,gyrase,0.0
238,119.0,RNAP,RNAP,1.0
239,119.5,topo,topoI,0.25
239,119.5,topo,gyrase,0.0
239,119.5,RNAP,RNAP,1.0
240,120.0,topo,topoI,0.25
240,120.0,topo,gyrase,0.0
240,120.0,RNAP,RNAP,1.0
241,120.5,topo,topoI,0.25
241,120.5,topo,gyrase,0.0
241,120.5,RNAP,RNAP,1.0
242,121.0,topo,topoI,0.25
242,121.0,topo,gyrase,0.0
242,121.0,RNAP,RNAP,1.0
243,121.5,topo,topoI,0.25
243,121.5,topo,gyrase,0.0
243,121.5,RNAP,RNAP,1.0
244,122.0,topo,topoI,0.25
244,122.0,topo,gyrase,0.0
244,122.0,RNAP,RNAP,1.0
245,122.5,topo,topoI,0.25
245,122.5,topo,gyrase,0.0
245,122.5,RNAP,RNAP,1.0
246,123.0,topo,topoI,0.25
246,123.0,topo,gyrase,0.0
246,123.0,RNAP,RNAP,1.0
247,123.5,topo,topoI,0.25
247,123.5,topo,gyrase,0.0
